6.313131e-04, 0.000000e+00, 4.708213e+01, 0.000000e+00, 3.309223e+00,
1.893939e-03, 0.000000e+00, 2.222161e+01, 0.000000e+00, 2.391579e+00,
3.156566e-03, 0.000000e+00, 1.147631e+01, 0.000000e+00, 1.746755e+00,
4.419192e-03, 0.000000e+00, 7.824121e+00, 0.000000e+00, 1.450252e+00,
5.681818e-03, 0.000000e+00, 6.278039e+00, 0.000000e+00, 1.301621e+00,
6.944444e-03, 0.000000e+00, 5.402500e+00, 0.000000e+00, 1.208332e+00,
8.207071e-03, 0.000000e+00, 4.853751e+00, 0.000000e+00, 1.145680e+00,
9.469697e-03, 0.000000e+00, 4.501939e+00, 0.000000e+00, 1.103563e+00,
1.073232e-02, 0.000000e+00, 4.269444e+00, 0.000000e+00, 1.074811e+00,
1.199495e-02, 0.000000e+00, 4.108835e+00, 0.000000e+00, 1.054493e+00,
1.325758e-02, 0.000000e+00, 3.993051e+00, 0.000000e+00, 1.039606e+00,
1.452020e-02, 0.000000e+00, 3.906626e+00, 0.000000e+00, 1.028361e+00,
1.578283e-02, 0.000000e+00, 3.840166e+00, 0.000000e+00, 1.019635e+00,
1.704545e-02, 0.000000e+00, 3.787548e+00, 0.000000e+00, 1.012678e+00,
1.830808e-02, 0.000000e+00, 3.744755e+00, 0.000000e+00, 1.006988e+00,
1.957071e-02, 0.000000e+00, 3.709097e+00, 0.000000e+00, 1.002225e+00,
2.083333e-02, 0.000000e+00, 3.678697e+00, 0.000000e+00, 9.981490e-01,
2.209596e-02, 0.000000e+00, 3.652196e+00, 0.000000e+00, 9.945829e-01,
2.335859e-02, 0.000000e+00, 3.628697e+00, 0.000000e+00, 9.914108e-01,
2.462121e-02, 0.000000e+00, 3.607578e+00, 0.000000e+00, 9.885517e-01,
2.588384e-02, 0.000000e+00, 3.588309e+00, 0.000000e+00, 9.859359e-01,
2.714646e-02, 0.000000e+00, 3.570405e+00, 0.000000e+00, 9.834988e-01,
2.840909e-02, 0.000000e+00, 3.553582e+00, 0.000000e+00, 9.812026e-01,
2.967172e-02, 0.000000e+00, 3.537775e+00, 0.000000e+00, 9.790399e-01,
3.093434e-02, 0.000000e+00, 3.522904e+00, 0.000000e+00, 9.770006e-01,
3.219697e-02, 0.000000e+00, 3.508816e+00, 0.000000e+00, 9.750642e-01,
3.345960e-02, 0.000000e+00, 3.495325e+00, 0.000000e+00, 9.732056e-01,
3.472222e-02, 0.000000e+00, 3.482250e+00, 0.000000e+00, 9.714002e-01,
3.598485e-02, 0.000000e+00, 3.469541e+00, 0.000000e+00, 9.696415e-01,
3.724747e-02, 0.000000e+00, 3.457263e+00, 0.000000e+00, 9.679389e-01,
3.851010e-02, 0.000000e+00, 3.445474e+00, 0.000000e+00, 9.663009e-01,
3.977273e-02, 0.000000e+00, 3.434113e+00, 0.000000e+00, 9.647193e-01,
4.103535e-02, 0.000000e+00, 3.423053e+00, 0.000000e+00, 9.631767e-01,
4.229798e-02, 0.000000e+00, 3.412185e+00, 0.000000e+00, 9.616578e-01,
4.356061e-02, 0.000000e+00, 3.401472e+00, 0.000000e+00, 9.601578e-01,
4.482323e-02, 0.000000e+00, 3.390966e+00, 0.000000e+00, 9.586840e-01,
4.608586e-02, 0.000000e+00, 3.380725e+00, 0.000000e+00, 9.572448e-01,
4.734848e-02, 0.000000e+00, 3.370784e+00, 0.000000e+00, 9.558457e-01,
4.861111e-02, 0.000000e+00, 3.361117e+00, 0.000000e+00, 9.544827e-01,
4.987374e-02, 0.000000e+00, 3.351654e+00, 0.000000e+00, 9.531463e-01,
5.113636e-02, 0.000000e+00, 3.342327e+00, 0.000000e+00, 9.518270e-01,
5.239899e-02, 0.000000e+00, 3.333069e+00, 0.000000e+00, 9.505151e-01,
5.366162e-02, 0.000000e+00, 3.323920e+00, 0.000000e+00, 9.492167e-01,
5.492424e-02, 0.000000e+00, 3.314943e+00, 0.000000e+00, 9.479409e-01,
5.618687e-02, 0.000000e+00, 3.306158e+00, 0.000000e+00, 9.466905e-01,
5.744949e-02, 0.000000e+00, 3.297539e+00, 0.000000e+00, 9.454618e-01,
5.871212e-02, 0.000000e+00, 3.289118e+00, 0.000000e+00, 9.442598e-01,
5.997475e-02, 0.000000e+00, 3.280898e+00, 0.000000e+00, 9.430847e-01,
6.123737e-02, 0.000000e+00, 3.272807e+00, 0.000000e+00, 9.419265e-01,
6.250000e-02, 0.000000e+00, 3.264791e+00, 0.000000e+00, 9.407774e-01,
6.376263e-02, 0.000000e+00, 3.256823e+00, 0.000000e+00, 9.396337e-01,
6.502525e-02, 0.000000e+00, 3.248939e+00, 0.000000e+00, 9.385005e-01,
6.628788e-02, 0.000000e+00, 3.241171e+00, 0.000000e+00, 9.373825e-01,
6.755051e-02, 0.000000e+00, 3.233539e+00, 0.000000e+00, 9.362827e-01,
6.881313e-02, 0.000000e+00, 3.226036e+00, 0.000000e+00, 9.352001e-01,
7.007576e-02, 0.000000e+00, 3.218647e+00, 0.000000e+00, 9.341327e-01,
7.133838e-02, 0.000000e+00, 3.211417e+00, 0.000000e+00, 9.330869e-01,
7.260101e-02, 0.000000e+00, 3.204357e+00, 0.000000e+00, 9.320646e-01,
7.386364e-02, 0.000000e+00, 3.197408e+00, 0.000000e+00, 9.310571e-01,
7.512626e-02, 0.000000e+00, 3.190522e+00, 0.000000e+00, 9.300576e-01,
7.638889e-02, 0.000000e+00, 3.183668e+00, 0.000000e+00, 9.290617e-01,
7.765152e-02, 0.000000e+00, 3.176881e+00, 0.000000e+00, 9.280744e-01,
7.891414e-02, 0.000000e+00, 3.170181e+00, 0.000000e+00, 9.270985e-01,
8.017677e-02, 0.000000e+00, 3.163569e+00, 0.000000e+00, 9.261345e-01,
8.143939e-02, 0.000000e+00, 3.157052e+00, 0.000000e+00, 9.251833e-01,
8.270202e-02, 0.000000e+00, 3.150646e+00, 0.000000e+00, 9.242473e-01,
8.396465e-02, 0.000000e+00, 3.144346e+00, 0.000000e+00, 9.233258e-01,
8.522727e-02, 0.000000e+00, 3.138133e+00, 0.000000e+00, 9.224162e-01,
8.648990e-02, 0.000000e+00, 3.132042e+00, 0.000000e+00, 9.215234e-01,
8.775253e-02, 0.000000e+00, 3.126090e+00, 0.000000e+00, 9.206503e-01,
8.901515e-02, 0.000000e+00, 3.120238e+00, 0.000000e+00, 9.197909e-01,
9.027778e-02, 0.000000e+00, 3.114450e+00, 0.000000e+00, 9.189402e-01,
9.154040e-02, 0.000000e+00, 3.108693e+00, 0.000000e+00, 9.180932e-01,
9.280303e-02, 0.000000e+00, 3.102997e+00, 0.000000e+00, 9.172543e-01,
9.406566e-02, 0.000000e+00, 3.097378e+00, 0.000000e+00, 9.164261e-01,
9.532828e-02, 0.000000e+00, 3.091840e+00, 0.000000e+00, 9.156090e-01,
9.659091e-02, 0.000000e+00, 3.086377e+00, 0.000000e+00, 9.148021e-01,
9.785354e-02, 0.000000e+00, 3.080986e+00, 0.000000e+00, 9.140054e-01,
9.911616e-02, 0.000000e+00, 3.075671e+00, 0.000000e+00, 9.132190e-01,
1.003788e-01, 0.000000e+00, 3.070434e+00, 0.000000e+00, 9.124436e-01,
1.016414e-01, 0.000000e+00, 3.065276e+00, 0.000000e+00, 9.116791e-01,
1.029040e-01, 0.000000e+00, 3.060180e+00, 0.000000e+00, 9.109233e-01,
1.041667e-01, 0.000000e+00, 3.055133e+00, 0.000000e+00, 9.101739e-01,
1.054293e-01, 0.000000e+00, 3.050152e+00, 0.000000e+00, 9.094338e-01,
1.066919e-01, 0.000000e+00, 3.045261e+00, 0.000000e+00, 9.087065e-01,
1.079545e-01, 0.000000e+00, 3.040420e+00, 0.000000e+00, 9.079860e-01,
1.092172e-01, 0.000000e+00, 3.035579e+00, 0.000000e+00, 9.072649e-01,
1.104798e-01, 0.000000e+00, 3.030693e+00, 0.000000e+00, 9.065364e-01,
1.117424e-01, 0.000000e+00, 3.025731e+00, 0.000000e+00, 9.057960e-01,
1.130051e-01, 0.000000e+00, 3.020602e+00, 0.000000e+00, 9.050298e-01,
1.142677e-01, 0.000000e+00, 3.015075e+00, 0.000000e+00, 9.042034e-01,
1.155303e-01, 0.000000e+00, 3.008761e+00, 0.000000e+00, 9.032581e-01,
1.167929e-01, 0.000000e+00, 3.001130e+00, 0.000000e+00, 9.021137e-01,
1.180556e-01, 0.000000e+00, 2.991692e+00, 0.000000e+00, 9.006961e-01,
1.193182e-01, 0.000000e+00, 2.980502e+00, 0.000000e+00, 8.990117e-01,
1.205808e-01, 0.000000e+00, 2.969033e+00, 0.000000e+00, 8.972851e-01,
1.218434e-01, 0.000000e+00, 2.962540e+00, 0.000000e+00, 8.953686e-01,
1.231061e-01, 0.000000e+00, 2.970963e+00, 0.000000e+00, 8.871232e-01,
1.243687e-01, 0.000000e+00, 2.959769e+00, 0.000000e+00, 8.382630e-01,
